id,IATACode,region,country,name,lat,lon,elevation,bearing,indicator
DAAD,BUJ,AFR,DA,BOU SAADA,35.331389,4.204444,1506.0,1.0,C
DAAE,BJA,AFR,DA,SOUMMAM-ABANE RAMDANE,36.711944,5.069444,20.0,1.0,C
DAAG,ALG,AFR,DA,HOUARI BOUMEDIENE,36.694444,3.216944,82.0,1.0,C
DAAJ,DJG,AFR,DA,TISKA,24.293056,9.451944,3169.0,1.0,C
DAAP,VVZ,AFR,DA,TAKHAMALT,26.723611,8.617778,1778.0,1.0,C
DAAS,QSF,AFR,DA,8 MAI 45,36.178611,5.33,3333.0,1.0,C
DAAT,TMR,AFR,DA,AGUENAR-HADJ BEY AKHAMOK,22.811111,5.450833,4518.0,1.0,C
DAAV,GJL,AFR,DA,FERHAT ABBAS,36.794444,5.873611,36.0,0.0,C
DABB,AAE,AFR,DA,RABAH BITAT,36.822222,7.809444,16.0,2.0,C
DABC,CZL,AFR,DA,MOHAMED BOUDIAF,36.285278,6.619167,2316.0,2.0,C
DABS,TEE,AFR,DA,CHEIKH LARBI TEBESSI,35.432636,8.1256,2657.0,2.0,C
DABT,BLJ,AFR,DA,MOSTEPHA BEN BOULAID,35.759167,6.3225,2700.0,2.0,C
DAOB,TID,AFR,DA,ABDELHAFID BOUSSOUF BOU CHEKIF,35.341389,1.466944,3245.0,1.0,C
DAOF,TIN,AFR,DA,TINDOUF,27.7,-8.166667,1453.0,-2.0,C
DAOI,CFK,AFR,DA,CHLEF,36.216944,1.34,502.0,1.0,C
DAON,TLM,AFR,DA,ZENATA-MESSALI EL HADJ,35.015278,-1.450833,814.0,0.0,C
DAOO,ORN,AFR,DA,AHMED BENBELLA,35.627222,-0.611389,299.0,0.0,C
DAOR,CBH,AFR,DA,BOUDGHENE BEN ALI LOTFI,31.650569,-2.253153,2661.0,0.0,C
DAOV,MUW,AFR,DA,GHRISS,35.216944,0.148333,1686.0,0.0,C
DAOY,EBH,AFR,DA,EL BAYADH,33.720833,1.091389,4482.0,1.0,C
DATG,INF,AFR,DA,IN GUEZZAM,19.56075,5.751361,1325.0,0.0,C
DATM,BMW,AFR,DA,BORDJ MOKHTAR,21.375,0.923889,1302.0,0.0,C
DAUA,AZR,AFR,DA,TOUAT CHEIKH SIDI MOHAMED BELK,27.839167,-0.185278,919.0,-1.0,C
DAUB,BSK,AFR,DA,MOHAMED KHIDER,34.801667,5.741667,289.0,1.0,C
DAUE,ELG,AFR,DA,EL GOLEA,30.568889,2.864722,1306.0,1.0,C
DAUG,GHA,AFR,DA,NOUMERAT-MOUFDI ZAKARIA,32.381667,3.799444,1512.0,1.0,C
DAUH,HME,AFR,DA,KRIM BELKACEM,31.673889,6.140556,459.0,1.0,C
DAUI,INZ,AFR,DA,IN SALAH,27.253611,2.510833,896.0,0.0,C
DAUK,TGR,AFR,DA,SIDI MAHDI,33.06,6.087222,279.0,2.0,C
DAUO,ELU,AFR,DA,GUEMAR,33.513056,6.7825,203.0,2.0,C
DAUT,TMX,AFR,DA,TIMIMOUN,29.241111,0.283611,1027.0,0.0,C
DAUU,OGX,AFR,DA,AIN BEIDA,31.931406,5.413489,499.0,0.0,C
DAUZ,IAM,AFR,DA,IN AMENAS,28.051389,9.642778,1844.0,2.0,C
DBBB,COO,AFR,DB,CADJEHOUN INTL,6.356389,2.383333,20.0,-3.0,C
DBBP,PKO,AFR,DB,PARAKOU,9.357222,2.609167,1266.0,-2.0,C
DFEF,FNG,AFR,DF,FADA N'GOURMA,12.043044,0.365431,1024.0,-2.0,C
DFFD,OUA,AFR,DF,OUAGADOUGOU,12.353667,-1.512,1037.0,-3.0,C
DFOD,DGU,AFR,DF,DEDOUGOU,12.457686,-3.492936,984.0,-3.0,C
DFOG,XGA,AFR,DF,AMILCAR CABRAL DE GAOUA,10.380658,-3.167764,1079.0,-3.0,C
DFOO,BOY,AFR,DF,BOBO-DIOULASSO,11.167417,-4.321056,1511.0,-4.0,C
DGAA,ACC,AFR,DG,KOTOKA INTL,5.604414,-0.167544,205.0,-4.0,C
DGLE,TML,AFR,DG,TAMALE,9.554119,-0.866281,552.0,-3.0,C
DGLN,   ,AFR,DG,NAVRONGO,10.943081,-1.087356,678.0,-2.0,C
DGLW,WZA,AFR,DG,WA,10.082583,-2.507861,1009.0,-3.0,C
DGSI,KMS,AFR,DG,KUMASI,6.714583,-1.590831,942.0,-4.0,C
DGSN,NYI,AFR,DG,SUNYANI,7.361864,-2.328719,1014.0,-4.0,C
DGTK,TKD,AFR,DG,TAKORADI,4.895986,-1.774708,22.0,-5.0,M
DIAP,ABJ,AFR,DI,FELIX HOUPHOUET BOIGNY INTL,5.254444,-3.928611,21.0,-4.0,C
DIBI,   ,AFR,DI,BOUNDIALI,9.533333,-6.466667,1286.0,-5.0,C
DIBK,BYK,AFR,DI,BOUAKE,7.752389,-5.067694,1231.0,-5.0,C
DIBN,   ,AFR,DI,TEHINI,9.266667,-3.033333,1148.0,-4.0,C
DIBU,   ,AFR,DI,SOKO,8.011389,-2.764722,1207.0,-4.0,C
DIDB,   ,AFR,DI,DABOU,5.35,-4.4,141.0,-5.0,C
DIDK,   ,AFR,DI,VILLE,6.6,-4.566667,344.0,-5.0,C
DIGL,   ,AFR,DI,GUIGLO,6.525,-7.478611,722.0,-6.0,C
DIGN,   ,AFR,DI,NERO-MER,4.633333,-6.916667,20.0,-6.0,C
DIKO,HGO,AFR,DI,KORHOGO,9.387583,-5.554139,1213.0,-4.0,C
DIMN,MJC,AFR,DI,MAN,7.270969,-7.587528,1090.0,-6.0,C
DIOD,KEO,AFR,DI,ODIENNE,9.537722,-7.563639,1367.0,-5.0,C
DISG,   ,AFR,DI,SEGUELA,7.968333,-6.710833,1056.0,-5.0,C
DISP,SPY,AFR,DI,SAN PEDRO,4.7475,-6.660278,29.0,-6.0,C
DISS,ZSS,AFR,DI,SASSANDRA,4.931111,-6.131944,207.0,-6.0,C
DITB,TXU,AFR,DI,TABOU,4.433333,-7.366667,39.0,-6.0,C
DITM,   ,AFR,DI,MAHANA,8.289722,-7.672778,1591.0,-5.0,C
DIYO,ASK,AFR,DI,YAMOUSSOUKRO,6.905778,-5.36375,697.0,-5.0,C
DNAA,ABV,AFR,DN,NNAMDI AZIKIWE INTL,9.006667,7.263056,1122.0,-2.0,C
DNAI,QUO,AFR,DN,VICTOR ATTAH,4.872222,8.093611,162.0,-2.0,P
DNAK,AKR,AFR,DN,AKURE,7.246744,5.300981,1108.0,-2.0,C
DNAS,   ,AFR,DN,ASABA,6.203194,6.667389,298.0,-2.0,C
DNBC,   ,AFR,DN,SIR ABUBAKAR TAFAWA BALEWA,10.482778,9.743889,1965.0,-1.0,C
DNBE,BNI,AFR,DN,BENIN,6.316667,5.598889,259.0,-3.0,C
DNBK,   ,AFR,DN,SIR AHMADU BELLO,12.479167,4.369444,775.0,-1.0,C
DNBY,   ,AFR,DN,BAYELSA,4.957661,6.203375,63.0,-2.0,C
DNCA,CBQ,AFR,DN,MARGARET EKPO,4.976111,8.347222,209.0,-1.0,C
DNDS,   ,AFR,DN,DUTSE,11.795278,9.301111,1365.0,-1.0,C
DNEK,   ,AFR,DN,EKET,4.642853,7.949147,47.0,-2.0,P
DNEN,ENU,AFR,DN,AKANU IBIAM,6.473611,7.558889,514.0,-2.0,C
DNES,   ,AFR,DN,ESCRAVOS,5.616389,5.188611,10.0,-2.0,P
DNFB,   ,AFR,DN,FINIMA,4.405,7.181111,15.0,-2.0,C
DNFD,   ,AFR,DN,FORCADOS TERMINAL,5.355,5.348889,11.0,-2.0,C
DNGB,   ,AFR,DN,GBARAN UBIE,5.007778,6.296944,28.0,-2.0,H
DNGO,GMO,AFR,DN,GOMBE,10.298056,10.899167,1589.0,-1.0,C
DNIB,IBA,AFR,DN,IBADAN,7.3625,3.978333,728.0,-2.0,C
DNIL,ILR,AFR,DN,ILORIN,8.44,4.493972,1126.0,-2.0,C
DNIM,QOW,AFR,DN,SAM MBAKWE,5.427222,7.206111,374.0,-2.0,C
DNJO,JOS,AFR,DN,YAKUBU GOWON,9.639722,8.869167,4229.0,-1.0,C
DNKA,KAD,AFR,DN,NEW KADUNA,10.695833,7.320278,2072.0,-1.0,C
DNKN,KAN,AFR,DN,MALLAM AMINU KANO,12.048056,8.523611,1562.0,-1.0,C
DNKT,DKA,AFR,DN,KATSINA,13.0075,7.660556,1685.0,-1.0,C
DNMA,MIU,AFR,DN,MAIDUGURI,11.855278,13.081389,1097.0,0.0,C
DNMM,LOS,AFR,DN,MURTALA MUHAMMED,6.578611,3.3225,138.0,-2.0,C
DNMN,MXJ,AFR,DN,MINNA,9.652222,6.462222,898.0,-1.0,C
DNPO,PHC,AFR,DN,PORT HARCOURT,5.015556,6.949444,91.0,-2.0,C
DNPS,   ,AFR,DN,PORT HARCOURT SHELL INDUSTRIAL,4.827778,7.032778,48.0,-2.0,H
DNSK,   ,AFR,DN,SOKU HELIPORT,4.660278,6.609167,8.0,-2.0,H
DNSO,SKO,AFR,DN,SADDIQ ABUBAKAR III INTL,12.915833,5.206944,1010.0,-1.0,C
DNSU,   ,AFR,DN,OSUBI,5.598056,5.818889,27.0,-2.0,P
DNWI,   ,AFR,DN,WARRI INDUSTRIAL AREA HELIPORT,5.535556,5.704444,13.0,-2.0,H
DNYO,YOL,AFR,DN,YOLA,9.257778,12.430278,613.0,0.0,C
DNZA,ZAR,AFR,DN,ZARIA,11.130278,7.685833,2177.0,-1.0,C
DRRA,   ,AFR,DR,TESSAOUA,13.766667,8.016667,1358.0,0.0,C
DRRC,   ,AFR,DR,DOGONDOUTCHI,13.666667,4.1,961.0,-1.0,C
DRRG,   ,AFR,DR,GAYA,11.883333,3.433333,663.0,-1.0,C
DRRM,MFQ,AFR,DR,MARADI,13.501892,7.119731,1243.0,0.0,C
DRRN,NIM,AFR,DR,DIORI HAMANI,13.481667,2.170278,732.0,-1.0,C
DRRP,   ,AFR,DR,LA TAPOA,12.483333,2.4,722.0,-2.0,C
DRRT,THZ,AFR,DR,TAHOUA,14.878056,5.27,1270.0,-1.0,C
DRZA,AJY,AFR,DR,MANO DAYAK,16.962222,7.990278,1660.0,0.0,C
DRZD,   ,AFR,DR,DIRKOU,18.968972,12.868833,1273.0,1.0,C
DRZF,   ,AFR,DR,DIFFA,13.372883,12.622928,993.0,1.0,C
DRZG,   ,AFR,DR,GOURE,13.883333,10.183333,1378.0,0.0,C
DRZI,   ,AFR,DR,IFEROUANE,19.066667,8.366667,2162.0,0.0,C
DRZR,ZND,AFR,DR,ZINDER,13.783975,8.990406,1509.0,0.0,C
DTKA,TBJ,AFR,DT,AIN DRAHAM,36.98,8.876944,230.0,2.0,C
DTMB,MIR,AFR,DT,HABIB BOURGUIBA,35.758056,10.754722,9.0,2.0,C
DTNH,NBE,AFR,DT,HAMMAMET,36.075833,10.438611,21.0,2.0,C
DTTA,TUN,AFR,DT,CARTHAGE,36.851111,10.226944,21.0,2.0,C
DTTF,GAF,AFR,DT,KSAR,34.415556,8.813611,1060.0,2.0,C
DTTG,GAE,AFR,DT,MATMATA,33.7325,9.916111,410.0,2.0,C
DTTI,   ,AFR,DT,BORJ EL AMRI,36.721111,9.943333,109.0,2.0,C
DTTJ,DJE,AFR,DT,ZARZIS,33.875556,10.777222,19.0,2.0,C
DTTX,SFA,AFR,DT,THYNA,34.720556,10.688611,85.0,2.0,C
DTTZ,TOE,AFR,DT,NEFTA,33.939722,8.110556,287.0,2.0,C
DXNG,LRL,AFR,DX,NIAMTOUGOU INTL,9.777583,1.095639,1515.0,-2.0,C
DXXX,LFW,AFR,DX,GNASSINGBE EYADEMA,6.165833,1.254167,71.0,-4.0,C
FAAB,ALJ,AFR,FA,ALEXANDER BAY,-28.573317,16.534336,98.0,-19.0,C
FAAG,   ,AFR,FA,AGGENEYS,-29.279167,18.8175,2648.0,-20.0,P
FAAN,   ,AFR,FA,ALIWAL NORTH,-30.683333,26.733333,4410.0,-25.0,C
FABB,   ,AFR,FA,BRAKPAN-BENONI,-26.238056,28.305833,5300.0,-17.0,C
FABD,   ,AFR,FA,BURGERSDORP,-30.983333,26.3,4715.0,-25.0,C
FABE,BIY,AFR,FA,BHISHO,-32.895,27.285,1950.0,-29.0,C
FABL,BFN,AFR,FA,BRAM FISCHER INTL,-29.093789,26.303964,4457.0,-22.0,C
FABM,   ,AFR,FA,BETHLEHEM,-28.248611,28.336111,5561.0,-20.0,C
FABW,   ,AFR,FA,KAROO GATEWAY,-32.3,22.666667,2929.0,-25.0,C
FACF,   ,AFR,FA,ST FRANCIS FIELD,-34.187736,24.831903,134.0,-28.0,C
FACN,   ,AFR,FA,CARNARVON,-30.991667,22.133333,4150.0,-23.0,C
FACO,   ,AFR,FA,ALKANTPAN,-29.906486,22.316583,3591.0,-22.0,P
FACT,CPT,AFR,FA,CAPE TOWN INTL,-33.971369,18.604292,151.0,-23.6,C
FACV,   ,AFR,FA,CALVINIA,-31.500278,19.725833,3250.0,-23.0,C
FADA,   ,AFR,FA,DE AAR,-30.691531,24.024203,4154.0,-23.0,C
FADB,   ,AFR,FA,DWAALBOOM,-24.807222,26.829722,3650.0,-16.0,C
FADL,   ,AFR,FA,DELAREYVILLE,-26.683333,25.466667,4495.0,-18.0,C
FAEC,   ,AFR,FA,UMTSHEZI,-29.047342,29.910642,4258.0,-23.0,C
FAEL,ELS,AFR,FA,EAST LONDON,-33.035119,27.82135,435.0,-27.0,C
FAEM,   ,AFR,FA,EMPANGENI,-28.71855,31.892656,238.0,-24.0,C
FAFB,   ,AFR,FA,FICKSBURG SENTRAOES,-28.825,27.908333,5315.0,-23.0,C
FAFK,   ,AFR,FA,FISANTEKRAAL,-33.771389,18.74,399.0,-25.0,C
FAFO,   ,AFR,FA,FORT BEAUFORT,-32.790783,26.577386,1762.0,-28.0,C
FAFW,   ,AFR,FA,FREEWAY,-25.477222,28.29,3818.0,-18.0,P
FAGC,GCJ,AFR,FA,GRAND CENTRAL,-25.987067,28.140547,5325.0,-18.0,C
FAGG,GRJ,AFR,FA,GEORGE,-34.006703,22.374281,648.0,-26.0,C
FAGL,   ,AFR,FA,KOBUS DE VILLIERS,-25.186767,29.403292,3045.0,-18.0,C
FAGM,QRA,AFR,FA,RAND,-26.241978,28.151356,5483.0,-19.0,C
FAGR,   ,AFR,FA,GRAAFF-REINET,-32.194825,24.541156,2588.0,-26.0,C
FAGT,   ,AFR,FA,GRAHAMSTOWN,-33.283333,26.5,2135.0,-27.0,C
FAGY,   ,AFR,FA,GREYTOWN,-29.121519,30.587256,3531.0,-24.0,P
FAHC,   ,AFR,FA,HOWICK,-29.552778,30.211111,3615.0,-24.0,C
FAHG,   ,AFR,FA,HEIDELBERG,-26.507761,28.391011,5067.0,-18.0,C
FAHJ,   ,AFR,FA,HARDING,-30.566667,29.883333,2885.0,-26.0,C
FAHL,HLW,AFR,FA,HLUHLUWE,-28.013889,32.275,249.0,-22.0,P
FAHR,   ,AFR,FA,HARRISMITH,-28.233333,29.1,5585.0,-21.0,C
FAHS,HDS,AFR,FA,HOEDSPRUIT AB,-24.354619,31.0504,1756.0,-16.0,M
FAHV,   ,AFR,FA,GARIEP DAM,-30.562192,25.529914,4176.0,-22.0,C
FAKD,   ,AFR,FA,P.C. PELSER,-26.866667,26.716667,4444.0,-19.0,C
FAKM,KIM,AFR,FA,KIMBERLEY,-28.804783,24.764033,3950.0,-21.0,C
FAKN,MQP,AFR,FA,KRUGER MPUMALANGA INTL,-25.391583,31.099278,2829.0,-19.0,C
FAKR,   ,AFR,FA,KRUGERSDORP,-26.081647,27.725678,5499.0,-17.0,C
FAKS,   ,AFR,FA,KROONSTAD,-27.666667,27.316667,4700.0,-20.0,C
FAKT,   ,AFR,FA,KITTY HAWK AERO ESTATE,-25.861667,28.446944,4586.0,-18.0,C
FAKU,   ,AFR,FA,JOHAN PIENAAR,-27.459653,23.412569,4370.0,-19.0,C
FAKZ,   ,AFR,FA,KLEINSEE,-29.682969,17.093078,270.0,-20.0,P
FALA,HLA,AFR,FA,LANSERIA INTL,-25.939692,27.925575,4521.0,-18.0,C
FALE,DUR,AFR,FA,KING SHAKA INTL,-29.611772,31.119314,304.0,-25.0,C
FALI,   ,AFR,FA,LICHTENBURG,-26.166667,26.183333,4875.0,-18.0,C
FALL,   ,AFR,FA,LYDENBURG,-25.103394,30.414203,4880.0,-16.0,C
FALM,   ,AFR,FA,MAKHADO AB,-23.159453,29.701503,3069.0,-14.0,M
FALO,   ,AFR,FA,LOUIS TRICHARDT,-23.061861,29.864222,3025.0,-15.0,C
FALW,SDB,AFR,FA,LANGEBAANWEG,-32.968811,18.165261,108.0,-24.0,M
FALY,LAY,AFR,FA,LADYSMITH,-28.579914,29.752739,3548.0,-22.0,C
FAMB,   ,AFR,FA,MIDDELBURG,-25.685669,29.44055,4886.0,-17.0,C
FAMC,   ,AFR,FA,MIDDELBURG,-31.547222,25.029444,4000.0,-25.0,C
FAMD,   ,AFR,FA,MALAMALA,-24.817583,31.544714,1100.0,-18.0,P
FAMG,MGH,AFR,FA,MARGATE,-30.857367,30.343028,498.0,-26.0,C
FAMI,   ,AFR,FA,MARBLE HALL,-24.991667,29.283333,2980.0,-17.0,C
FAMJ,   ,AFR,FA,MAJUBA POWER STATION,-27.083056,29.785,5600.0,-19.0,C
FAMM,MBD,AFR,FA,GEORGE DICK MONTSHIOA,-25.807447,25.544469,4181.0,-17.0,C
FAMN,LLE,AFR,FA,MALELANE,-25.473333,31.565556,1153.0,-19.0,C
FAMO,   ,AFR,FA,MOSSEL BAY,-34.156944,22.061389,526.0,-26.0,C
FAMU,   ,AFR,FA,MKUZI,-27.633333,32.05,400.0,-22.0,C
FANC,NCS,AFR,FA,NEWCASTLE,-27.772778,29.976389,4075.0,-21.0,C
FANS,   ,AFR,FA,NELSPRUIT,-25.502225,30.911817,2901.0,-17.0,C
FAOB,OVG,AFR,FA,OVERBERG AB,-34.558117,20.249122,52.0,-26.0,M
FAOH,OUH,AFR,FA,OUDTSHOORN,-33.606111,22.189444,1063.0,-26.0,C
FAOI,   ,AFR,FA,ORIENT,-26.039722,27.594167,5100.0,-18.0,C
FAOR,JNB,AFR,FA,O.R. TAMBO INTL,-26.133694,28.242317,5558.0,-18.0,C
FAPA,AFD,AFR,FA,PORT ALFRED,-33.560383,26.877967,275.0,-26.0,C
FAPE,PLZ,AFR,FA,PORT ELIZABETH INTL,-33.990014,25.610278,229.0,-28.0,C
FAPF,   ,AFR,FA,PIET RETIEF,-27.002222,30.843889,4420.0,-19.0,C
FAPG,PBZ,AFR,FA,PLETTENBERG BAY,-34.088158,23.328617,465.0,-27.0,C
FAPH,PHW,AFR,FA,KRUGER PARK GATEWAY,-23.936078,31.155094,1432.0,-15.0,P
FAPI,   ,AFR,FA,PIETERSBURG,-23.926056,29.484361,4354.0,-16.0,C
FAPK,   ,AFR,FA,PRIESKA,-29.683706,22.770603,3104.0,-22.0,C
FAPL,   ,AFR,FA,PONGOLA,-27.361614,31.605525,942.0,-21.0,C
FAPM,PZB,AFR,FA,PIETERMARITZBURG,-29.646789,30.397772,2423.0,-24.0,C
FAPN,NTY,AFR,FA,PILANESBERG INTL,-25.335483,27.171633,3412.0,-16.0,C
FAPP,PTG,AFR,FA,POLOKWANE INTL,-23.849647,29.456489,4076.0,-16.0,C
FAPS,   ,AFR,FA,POTCHEFSTROOM,-26.668292,27.084108,4520.0,-18.0,C
FAPT,   ,AFR,FA,POSTMASBURG,-28.333333,23.083333,4300.0,-20.0,C
FAPZ,   ,AFR,FA,PROGRESS,-33.925,25.372222,740.0,-28.0,P
FAQT,   ,AFR,FA,QUEENSTOWN,-31.916667,26.883333,3637.0,-26.0,C
FARB,RCB,AFR,FA,RICHARDS BAY,-28.740181,32.093383,109.0,-23.0,C
FARG,   ,AFR,FA,RUSTENBURG,-25.644556,27.271083,3700.0,-17.0,C
FARI,   ,AFR,FA,REIVILO,-27.554167,24.166667,4691.0,-19.0,C
FARS,   ,AFR,FA,ROBERTSON,-33.810833,19.91,640.0,-25.0,C
FASB,   ,AFR,FA,SPRINGBOK,-29.689444,17.938889,2690.0,-20.0,C
FASC,ZEC,AFR,FA,SECUNDA,-26.520556,29.172222,5250.0,-20.0,C
FASD,   ,AFR,FA,SALDANAHA-VREDENBURG,-32.963333,17.97,50.0,-24.0,C
FASE,   ,AFR,FA,SABI SABI,-24.941514,31.4446,1250.0,-18.0,P
FASG,   ,AFR,FA,SCHWEIZER RENEKE,-27.166667,25.3,4367.0,-19.0,C
FASH,   ,AFR,FA,STELLENBOSCH,-33.980556,18.822778,321.0,-23.0,P
FASI,   ,AFR,FA,SPRINGS,-26.25,28.4,5340.0,-19.0,C
FASK,   ,AFR,FA,SWARTKOP,-25.808939,28.166972,4794.0,-18.0,M
FASS,SIS,AFR,FA,SISHEN,-27.65,23.0,3848.0,-19.0,P
FASW,   ,AFR,FA,SLURRY,-25.816667,25.883333,4681.0,-17.0,P
FASX,   ,AFR,FA,HENDRIK SWELLENGREBEL,-34.05,20.483333,407.0,-26.0,C
FASZ,SZK,AFR,FA,SKUKUZA,-24.961322,31.588825,1040.0,-20.0,P
FATF,   ,AFR,FA,TOMMY'S FIELD,-28.266667,23.0,4360.0,-20.0,C
FATP,   ,AFR,FA,NEW TEMPE,-29.032714,26.158006,4526.0,-21.0,C
FATT,   ,AFR,FA,TUTUKA POWER STATION,-26.778556,29.3384,5313.0,-18.0,P
FATW,   ,AFR,FA,TSWALU,-27.202806,22.480833,3918.0,-18.0,P
FATZ,LTA,AFR,FA,TZANEEN,-23.83,30.316667,1914.0,-15.0,P
FAUH,   ,AFR,FA,UITENHAGE,-33.783333,25.383333,285.0,-28.0,C
FAUL,ULD,AFR,FA,PRINCE MANGOSUTHU BUTHELEZI,-28.319472,31.417056,1720.0,-21.0,C
FAUP,UTN,AFR,FA,UPINGTON INTL,-28.401022,21.259661,2791.0,-19.0,C
FAUT,UTT,AFR,FA,MTHATHA,-31.546247,28.675317,2429.0,-27.0,C
FAVG,VIR,AFR,FA,VIRGINIA,-29.770833,31.060278,20.0,-25.0,C
FAVM,   ,AFR,FA,VENETIA,-22.448981,29.335017,2333.0,-13.0,P
FAVR,   ,AFR,FA,VREDENDAL,-31.643136,18.539564,330.0,-23.0,C
FAVV,   ,AFR,FA,VEREENIGING,-26.575,27.9625,4846.0,-18.0,C
FAVW,   ,AFR,FA,VICTORIA WEST,-31.4,23.15,4122.0,-24.0,C
FAWA,   ,AFR,FA,WARMBATHS,-24.908056,28.304444,3640.0,-17.0,C
FAWB,PRY,AFR,FA,WONDERBOOM,-25.655308,28.221336,4095.0,-18.0,C
FAWC,   ,AFR,FA,WORCESTER,-33.666667,19.416667,653.0,-24.0,P
FAWI,   ,AFR,FA,WITBANK,-25.833778,29.192625,5078.0,-18.0,P
FAWK,WKF,AFR,FA,WATERKLOOF,-25.827692,28.220892,4940.0,-18.0,M
FAWL,   ,AFR,FA,WILLISTON,-31.383333,20.933333,3485.0,-23.0,C
FAWM,   ,AFR,FA,WELKOM,-27.998008,26.669556,4402.0,-20.0,C
FAYP,   ,AFR,FA,YSTERPLAAT AB,-33.900989,18.497489,49.0,-24.0,M
FAZR,   ,AFR,FA,ZEERUST,-25.598972,26.042278,4258.0,-17.0,C
FBFT,FRW,AFR,FB,FRANCISTOWN INTL,-21.1575,27.469444,3312.0,-11.0,C
FBGM,   ,AFR,FB,GUMARE,-19.333333,22.15,3150.0,-9.0,C
FBGZ,GNZ,AFR,FB,GHANZI,-21.7,21.666667,3729.0,-11.0,C
FBJW,JWA,AFR,FB,JWANENG,-24.6,24.666667,3900.0,-15.0,P
FBKE,BBK,AFR,FB,KASANE INTL,-17.830847,25.1626,3290.0,-7.0,C
FBKG,   ,AFR,FB,KANG,-23.683333,22.816667,3520.0,-13.0,C
FBKR,KHW,AFR,FB,KHWAI RIVER,-19.15,23.783333,3200.0,-9.0,P
FBKY,   ,AFR,FB,KANYE,-25.05,25.316667,4200.0,-15.0,C
FBLV,TLD,AFR,FB,LIMPOPO VALLEY,-22.189322,29.126994,1774.0,-13.0,C
FBMM,   ,AFR,FB,MAKALAMABEDI,-20.333333,23.883333,3100.0,-10.0,C
FBMN,MUB,AFR,FB,MAUN INTL,-19.9725,23.428056,3094.0,-9.0,C
FBNN,   ,AFR,FB,NOKANENG,-19.333333,22.166667,3200.0,-9.0,C
FBNT,   ,AFR,FB,NATA,-20.233333,26.166667,3200.0,-10.0,C
FBOR,ORP,AFR,FB,ORAPA,-21.266667,25.316667,3100.0,-11.0,P
FBPY,   ,AFR,FB,PALAPYE,-22.55,27.133333,3000.0,-13.0,C
FBSK,GBE,AFR,FB,SIR SERETSE KHAMA INTL,-24.555833,25.918889,3299.0,-16.0,C
FBSN,   ,AFR,FB,SUA,-20.555,26.116111,2985.0,-10.0,P
FBSP,PKW,AFR,FB,SELEBI-PHIKWE,-22.0566,27.820458,2925.0,-12.0,C
FBSW,SWX,AFR,FB,SHAKAWE,-18.366667,21.816667,3380.0,-8.0,C
FBTS,TBY,AFR,FB,TSHABONG,-26.033333,22.4,3184.0,-17.0,C
FBXG,   ,AFR,FB,XUGANA,-19.066667,23.066667,3100.0,-9.0,P
FCBB,BZV,AFR,FC,MAYA-MAYA,-4.250556,15.251389,1052.0,-2.0,C
FCBS,SIB,AFR,FC,SIBITI,-3.686528,13.371583,1759.0,-2.0,C
FCBY,   ,AFR,FC,YOKANGASSI,-4.22275,13.286722,541.0,-2.0,C
FCBZ,ANJ,AFR,FC,ZANAGA,-2.85,14.166667,1870.0,-2.0,C
FCMM,   ,AFR,FC,MOSSENDJO,-2.933333,12.7,1552.0,-2.0,C
FCOD,OLL,AFR,FC,DENIS SASSOU N'GUESSO,-1.221667,15.913333,1073.0,-1.0,C
FCOE,   ,AFR,FC,EWO,-0.855972,14.802361,1539.0,-1.0,C
FCOI,   ,AFR,FC,IMPFONDO,1.590222,18.050806,1050.0,0.0,C
FCOM,MKJ,AFR,FC,MAKOUA,-0.019167,15.581944,1286.0,-1.0,C
FCOO,   ,AFR,FC,OWANDO,-0.5175,15.931944,1142.0,-1.0,C
FCOU,OUE,AFR,FC,OUESSO,1.609839,16.036108,1168.0,0.0,C
FCPD,DIS,AFR,FC,DOLISIE,-4.212,12.665753,1070.0,-3.0,C
FCPP,PNR,AFR,FC,ANTONIO AGOSTINHO NETO,-4.814722,11.886389,55.0,-4.0,C
FDMS,MTS,AFR,FD,MATSAPHA,-26.529167,31.3075,2078.0,-20.0,C
FDNH,   ,AFR,FD,NHLANGANO,-27.116667,31.216667,3525.0,-21.0,P
FDSK,SHO,AFR,FD,SIKHUPHE INTL,-26.358658,31.717136,1092.0,-20.0,C
FDSM,   ,AFR,FD,SIMUNYE,-26.2,31.933333,673.0,-20.0,P
FDTM,   ,AFR,FD,TAMBANKULU,-26.1,31.916667,811.0,-20.0,P
FEFA,   ,AFR,FE,ALINDAO,5.016667,21.2,1470.0,1.0,C
FEFB,   ,AFR,FE,POSTE,5.4,26.483333,2133.0,2.0,C
FEFF,BGF,AFR,FE,M'POKO,4.397778,18.519722,1207.0,1.0,C
FEFG,   ,AFR,FE,BANGASSOU,4.783333,22.783333,1706.0,1.0,C
FEFI,IRO,AFR,FE,BIRAO,10.233333,22.716667,1696.0,2.0,C
FEFM,   ,AFR,FE,BAMBARI,5.85,20.65,1549.0,1.0,C
FEFO,BOP,AFR,FE,BOUAR,5.950356,15.639825,3373.0,0.0,C
FEFR,   ,AFR,FE,BRIA,6.526667,21.99,1978.0,2.0,C
FEFS,BSN,AFR,FE,BOSSANGOA,6.5,17.433333,1637.0,1.0,C
FEFT,BBT,AFR,FE,BERBERATI,4.226,15.785417,1929.0,0.0,C
